Date,Month,Line,Contour,Pot #,Depth,BAIT,SEX,Carapace Width
1/8/15,January,SB,40,3,40,RF,2,149
1/8/15,January,SB,60,1,60.9,RF,2,167
1/8/15,January,SB,60,2,60.9,RF,2,156
1/8/15,January,SB,60,2,60.9,RF,2,160
1/8/15,January,SB,60,2,60.9,RF,2,141
1/8/15,January,SB,60,2,60.9,RF,2,126
1/8/15,January,SB,60,2,60.9,RF,2,160
1/8/15,January,SB,60,2,60.9,RF,2,153
1/8/15,January,SB,60,2,60.9,RF,2,149
1/8/15,January,SB,60,2,60.9,RF,1,157
1/8/15,January,SB,60,2,60.9,RF,1,162
1/8/15,January,SB,60,2,60.9,RF,2,155
1/8/15,January,SB,60,3,62,RF,2,172
1/8/15,January,SB,60,3,62,RF,2,160
1/8/15,January,SB,60,3,62,RF,2,155
1/8/15,January,SB,60,3,62,RF,2,159
1/8/15,January,SB,60,3,62,RF,2,150
1/8/15,January,SB,60,3,62,RF,1,162
1/8/15,January,SB,60,3,62,RF,1,160
1/8/15,January,SB,60,3,62,RF,1,147
1/8/15,January,SB,60,3,62,RF,1,152
1/8/15,January,SB,60,3,62,RF,2,144
6/25/10,June,BB,30,Trawl,,,1,135
6/25/10,June,BB,40,Trawl,,,2,70
6/25/10,June,BB,40,Trawl,,,1,115
6/25/10,June,NH,40,Trawl,,,2,155
6/25/10,June,NH,40,Trawl,,,2,75
6/25/10,June,NH,40,Trawl,,,2,75
6/25/10,June,NH,40,Trawl,,,2,90
6/25/10,June,NH,40,Trawl,,,1,100
6/25/10,June,NH,50,Trawl,,,2,85
6/25/10,June,MB,30,Trawl,,,1,90
6/25/10,June,MB,30,Trawl,,,1,90
6/25/10,June,MB,40,Trawl,,,2,70
6/25/10,June,MB,50,Trawl,,,2,75
6/25/10,June,MB,50,Trawl,,,2,75
6/25/10,June,MB,50,Trawl,,,2,80
6/25/10,June,MB,50,Trawl,,,2,80
6/25/10,June,MB,50,Trawl,,,2,65
6/25/10,June,MB,50,Trawl,,,1,98
6/25/10,June,MB,50,Trawl,,,1,80
6/25/10,June,MB,50,Trawl,,,1,80
6/25/10,June,MB,50,Trawl,,,1,70
6/25/10,June,MB,50,Trawl,,,1,80
6/25/10,June,MB,50,Trawl,,,1,65
6/25/10,June,MB,50,Trawl,,,1,70
6/25/10,June,MB,50,Trawl,,,1,75
6/25/10,June,MB,50,Trawl,,,1,75
6/25/10,June,MB,50,Trawl,,,1,65
6/25/10,June,MB,50,Trawl,,,1,80
6/25/10,June,MB,50,Trawl,,,1,70
6/25/10,June,MB,50,Trawl,,,1,80
6/6/11,June,NH,30,Trawl,,,2,110
6/6/11,June,NH,30,Trawl,,,2,160
6/6/11,June,NH,40,Trawl,,,2,115
6/29/12,June,NH,30, Trawl,,,1,180
6/29/12,June,MB,30, Trawl,,,1,130
6/29/12,June,MB,40, Trawl,,,1,200
6/29/12,June,NH,50, Trawl,,,1,180
6/29/12,June,BB,50, Trawl,,,1,160
6/29/12,June,BB,50, Trawl,,,2,120
6/29/12,June,BB,50, Trawl,,,1,190
6/28/13,June,NH,30, Trawl,,,1,173
6/28/13,June,NH,30, Trawl,,,2,145
6/28/13,June,NH,30, Trawl,,,1,150
6/28/13,June,NH,30, Trawl,,,1,115
6/28/13,June,NH,30, Trawl,,,2,145
6/28/13,June,NH,30, Trawl,,,2,128
6/28/13,June,NH,30, Trawl,,,2,155
6/28/13,June,NH,30, Trawl,,,2,147
6/28/13,June,NH,30, Trawl,,,1,182
6/28/13,June,NH,30, Trawl,,,2,143
6/28/13,June,NH,30, Trawl,,,1,125
6/28/13,June,NH,30, Trawl,,,2,107
6/28/13,June,NH,30, Trawl,,,2,154
6/28/13,June,NH,30, Trawl,,,1,185
6/28/13,June,NH,30, Trawl,,,2,123
6/28/13,June,NH,30, Trawl,,,2,143
6/28/13,June,NH,30, Trawl,,,1,173
6/28/13,June,NH,30, Trawl,,,2,142
6/28/13,June,NH,30, Trawl,,,2,133
6/28/13,June,NH,30, Trawl,,,2,143
6/28/13,June,BB,30, Trawl,,,1,184
6/28/13,June,BB,30, Trawl,,,2,74
6/28/13,June,BB,30, Trawl,,,2,66
6/28/13,June,BB,30, Trawl,,,1,57
6/28/13,June,BB,30, Trawl,,,1,57
6/28/13,June,BB,30, Trawl,,,2,67
6/28/13,June,BB,30, Trawl,,,2,72
6/28/13,June,BB,30, Trawl,,,1,65
6/28/13,June,BB,30, Trawl,,,2,58
6/28/13,June,BB,30, Trawl,,,1,67
6/28/13,June,BB,30, Trawl,,,1,75
6/28/13,June,BB,30, Trawl,,,1,63
6/28/13,June,BB,30, Trawl,,,2,56
6/28/13,June,BB,30, Trawl,,,1,68
6/28/13,June,BB,30, Trawl,,,2,58
6/28/13,June,BB,30, Trawl,,,2,62
6/28/13,June,BB,30, Trawl,,,1,63
6/28/13,June,BB,30, Trawl,,,2,64
6/28/13,June,BB,30, Trawl,,,2,52
6/28/13,June,BB,30, Trawl,,,2,59
6/28/13,June,BB,30, Trawl,,,1,66
6/28/13,June,BB,30, Trawl,,,2,67
6/28/13,June,BB,30, Trawl,,,2,52
6/28/13,June,BB,30, Trawl,,,2,58
6/28/13,June,BB,30, Trawl,,,2,60
6/28/13,June,BB,30, Trawl,,,1,79
6/28/13,June,BB,30, Trawl,,,2,55
6/28/13,June,BB,30, Trawl,,,1,59
6/28/13,June,BB,30, Trawl,,,2,62
6/28/13,June,BB,30, Trawl,,,1,53
6/28/13,June,BB,30, Trawl,,,1,79
6/28/13,June,BB,30, Trawl,,,2,64
6/28/13,June,BB,30, Trawl,,,1,63
6/28/13,June,BB,30, Trawl,,,1,68
6/28/13,June,BB,30, Trawl,,,1,59
6/28/13,June,BB,30, Trawl,,,2,71
6/28/13,June,BB,30, Trawl,,,2,56
6/28/13,June,BB,30, Trawl,,,1,58
6/28/13,June,BB,30, Trawl,,,2,58
6/28/13,June,BB,30, Trawl,,,1,50
6/28/13,June,BB,30, Trawl,,,2,55
6/28/13,June,BB,30, Trawl,,,1,54
6/28/13,June,BB,30, Trawl,,,2,54
6/28/13,June,BB,30, Trawl,,,2,52
6/28/13,June,BB,30, Trawl,,,2,61
6/28/13,June,BB,30, Trawl,,,2,70
6/28/13,June,BB,30, Trawl,,,1,65
6/28/13,June,BB,30, Trawl,,,1,64
6/28/13,June,BB,30, Trawl,,,1,64
6/28/13,June,BB,30, Trawl,,,1,53
6/28/13,June,BB,30, Trawl,,,1,58
6/28/13,June,BB,30, Trawl,,,1,63
6/28/13,June,BB,30, Trawl,,,1,46
6/28/13,June,BB,30, Trawl,,,1,72
6/28/13,June,BB,30, Trawl,,,1,42
6/28/13,June,BB,30, Trawl,,,1,48
6/28/13,June,BB,30, Trawl,,,1,64
6/28/13,June,BB,30, Trawl,,,1,50
6/28/13,June,BB,30, Trawl,,,1,62
6/28/13,June,BB,30, Trawl,,,1,58
6/28/13,June,BB,30, Trawl,,,1,47
6/28/13,June,BB,30, Trawl,,,1,57
6/28/13,June,BB,30, Trawl,,,2,57
6/28/13,June,BB,30, Trawl,,,2,71
6/28/13,June,BB,30, Trawl,,,2,49
6/28/13,June,BB,30, Trawl,,,2,59
6/28/13,June,BB,30, Trawl,,,2,60
6/28/13,June,BB,30, Trawl,,,2,51
6/28/13,June,BB,30, Trawl,,,2,57
6/28/13,June,BB,30, Trawl,,,2,59
6/28/13,June,BB,30, Trawl,,,2,57
6/28/13,June,BB,30, Trawl,,,2,59
6/28/13,June,BB,30, Trawl,,,2,56
6/28/13,June,BB,40, Trawl,,,2,155
6/28/13,June,BB,40, Trawl,,,2,139
6/28/13,June,BB,40, Trawl,,,2,141
6/28/13,June,BB,40, Trawl,,,2,137
6/28/13,June,BB,40, Trawl,,,2,142
6/28/13,June,BB,40, Trawl,,,2,124
6/28/13,June,MB,40, Trawl,,,1,157
6/28/13,June,MB,40, Trawl,,,2,151
6/28/13,June,MB,40, Trawl,,,2,145
6/28/13,June,MB,40, Trawl,,,2,156
6/28/13,June,MB,40, Trawl,,,2,128
6/28/13,June,NH,40, Trawl,,,2,115
6/28/13,June,NH,40, Trawl,,,2,153
6/28/13,June,NH,40, Trawl,,,2,132
6/28/13,June,BB,50, Trawl,,,2,134
6/18/14,June,NH,30, Trawl,,,1,130
6/18/14,June,NH,30, Trawl,,,1,52
6/18/14,June,NH,30, Trawl,,,1,61
6/18/14,June,NH,30, Trawl,,,1,53
6/18/14,June,NH,30, Trawl,,,1,52
6/18/14,June,NH,30, Trawl,,,2,71
6/18/14,June,MB,30, Trawl,,,1,122
6/18/14,June,MB,30, Trawl,,,1,164
6/18/14,June,MB,30, Trawl,,,1,79
6/18/14,June,BB,30, Trawl,,,1,130
6/18/14,June,BB,30, Trawl,,,1,189
6/18/14,June,BB,40, Trawl,,,2,148
6/18/14,June,BB,40, Trawl,,,1,161
6/18/14,June,BB,40, Trawl,,,2,122
6/18/14,June,NH,40, Trawl,,,1,59
6/18/14,June,NH,40, Trawl,,,2,69
6/18/14,June,NH,40, Trawl,,,1,61
6/18/14,June,NH,40, Trawl,,,1,59
6/18/14,June,NH,40, Trawl,,,2,71
6/18/14,June,NH,40, Trawl,,,2,78
6/18/14,June,NH,40, Trawl,,,2,50
6/18/14,June,NH,40, Trawl,,,2,52
6/18/14,June,NH,40, Trawl,,,2,50
6/18/14,June,NH,40, Trawl,,,2,52
6/18/14,June,NH,40, Trawl,,,2,52
6/18/14,June,NH,40, Trawl,,,1,62
6/18/14,June,NH,40, Trawl,,,1,59
6/18/14,June,NH,40, Trawl,,,1,49
6/18/14,June,NH,40, Trawl,,,2,58
6/18/14,June,NH,40, Trawl,,,1,49
6/18/14,June,NH,40, Trawl,,,2,52
6/18/14,June,NH,40, Trawl,,,1,50
6/18/14,June,NH,40, Trawl,,,2,49
6/18/14,June,NH,40, Trawl,,,1,59
6/18/14,June,NH,40, Trawl,,,2,52
6/18/14,June,NH,40, Trawl,,,2,76
6/18/14,June,NH,40, Trawl,,,1,64
6/18/14,June,NH,40, Trawl,,,1,58
6/18/14,June,NH,40, Trawl,,,2,64
6/18/14,June,NH,40, Trawl,,,2,58
6/18/14,June,NH,40, Trawl,,,2,52
6/18/14,June,NH,40, Trawl,,,2,64
6/18/14,June,NH,40, Trawl,,,2,60
6/18/14,June,NH,40, Trawl,,,2,60
6/18/14,June,NH,40, Trawl,,,1,52
6/18/14,June,NH,40, Trawl,,,1,48
6/18/14,June,NH,40, Trawl,,,1,54
6/18/14,June,NH,40, Trawl,,,1,56
6/18/14,June,NH,40, Trawl,,,1,130
6/18/14,June,NH,50, Trawl,,,2,116
6/18/14,June,NH,50, Trawl,,,2,128
6/18/14,June,BB,50, Trawl,,,1,116
6/18/14,June,BB,50, Trawl,,,1,114
6/18/14,June,BB,50, Trawl,,,1,114
6/18/14,June,BB,50, Trawl,,,1,136
6/18/14,June,BB,50, Trawl,,,1,130
6/18/14,June,BB,50, Trawl,,,2,156
6/27/14,June,NH,40,1,39.4,RF/GLG,2,164
6/27/14,June,NH,40,1,39.4,RF/GLG,2,168
6/27/14,June,NH,40,1,39.4,RF/GLG,1,158
6/27/14,June,NH,40,1,39.4,RF/GLG,2,158
6/27/14,June,NH,40,1,39.4,RF/GLG,1,164
6/27/14,June,NH,40,1,39.4,RF/GLG,1,150
6/27/14,June,NH,40,1,39.4,RF/GLG,1,165
6/27/14,June,NH,40,1,39.4,RF/GLG,2,158
6/27/14,June,NH,40,1,39.4,RF/GLG,1,129
6/27/14,June,NH,40,1,39.4,RF/GLG,1,159
6/27/14,June,NH,40,1,39.4,RF/GLG,2,165
6/27/14,June,NH,40,1,39.4,RF/GLG,2,158
6/27/14,June,NH,40,1,39.4,RF/GLG,1,154
6/27/14,June,NH,40,1,39.4,RF/GLG,1,149
6/27/14,June,NH,40,1,39.4,RF/GLG,2,134
6/27/14,June,NH,40,1,39.4,RF/GLG,2,163
6/27/14,June,NH,40,2,38.8,RF/GLG,2,158
6/27/14,June,NH,40,2,38.8,RF/GLG,2,167
6/27/14,June,NH,40,2,38.8,RF/GLG,2,149
6/27/14,June,NH,40,2,38.8,RF/GLG,2,157
6/27/14,June,NH,40,2,38.8,RF/GLG,1,170
6/27/14,June,NH,40,2,38.8,RF/GLG,2,152
6/27/14,June,NH,40,2,38.8,RF/GLG,2,154
6/27/14,June,NH,40,2,38.8,RF/GLG,2,154
6/27/14,June,NH,40,2,38.8,RF/GLG,2,148
6/27/14,June,NH,40,2,38.8,RF/GLG,2,165
6/27/14,June,NH,40,2,38.8,RF/GLG,2,170
6/27/14,June,NH,40,2,38.8,RF/GLG,1,167
6/27/14,June,NH,40,2,38.8,RF/GLG,2,154
6/27/14,June,NH,40,2,38.8,RF/GLG,2,129
6/27/14,June,NH,40,3,39,RF/GLG,2,165
6/27/14,June,NH,40,3,39,RF/GLG,1,175
6/27/14,June,NH,40,3,39,RF/GLG,1,148
6/27/14,June,NH,40,3,39,RF/GLG,1,185
6/27/14,June,NH,40,3,39,RF/GLG,2,156
6/27/14,June,NH,40,3,39,RF/GLG,1,165
6/27/14,June,NH,40,3,39,RF/GLG,2,159
6/27/14,June,NH,40,3,39,RF/GLG,2,164
6/27/14,June,NH,40,3,39,RF/GLG,1,162
6/27/14,June,NH,40,3,39,RF/GLG,2,154
6/27/14,June,NH,40,3,39,RF/GLG,1,170
6/27/14,June,NH,40,3,39,RF/GLG,2,161
6/27/14,June,NH,40,3,39,RF/GLG,2,158
6/27/14,June,NH,40,3,39,RF/GLG,1,160
6/27/14,June,NH,40,3,39,RF/GLG,1,170
6/27/14,June,NH,40,3,39,RF/GLG,2,163
6/27/14,June,NH,40,3,39,RF/GLG,2,134
6/27/14,June,NH,40,3,39,RF/GLG,2,156
6/27/14,June,NH,40,3,39,RF/GLG,2,158
6/27/14,June,NH,40,3,39,RF/GLG,2,149
6/27/14,June,NH,60,1,60.1,RF/GLG,1,174
6/27/14,June,NH,60,2,59.7,RF/GLG,1,143
6/27/14,June,NH,60,2,59.7,RF/GLG,2,154
6/27/14,June,NH,60,2,59.7,RF/GLG,2,156
6/27/14,June,NH,60,2,59.7,RF/GLG,2,166
6/27/14,June,NH,60,2,59.7,RF/GLG,2,162
6/27/14,June,NH,60,2,59.7,RF/GLG,2,143
6/27/14,June,NH,60,2,59.7,RF/GLG,1,181
6/27/14,June,NH,60,2,59.7,RF/GLG,2,147
6/27/14,June,NH,60,3,60.2,RF/GLG,2,146
6/27/14,June,NH,60,3,60.2,RF/GLG,2,153
6/27/14,June,NH,60,3,60.2,RF/GLG,2,144
6/27/14,June,NH,60,3,60.2,RF/GLG,2,163
6/27/14,June,NH,60,3,60.2,RF/GLG,2,155
6/27/14,June,NH,60,3,60.2,RF/GLG,2,134
6/27/14,June,NH,60,3,60.2,RF/GLG,1,195
6/27/14,June,NH,60,3,60.2,RF/GLG,1,178
6/27/14,June,NH,60,3,60.2,RF/GLG,1,160
6/27/14,June,NH,60,3,60.2,RF/GLG,1,170
6/27/14,June,PD,60,1,62.1,RF/GLG,1,200
6/27/14,June,PD,60,1,62.1,RF/GLG,1,170
6/27/14,June,PD,60,1,62.1,RF/GLG,1,177
6/27/14,June,PD,60,1,62.1,RF/GLG,1,154
6/27/14,June,PD,60,1,62.1,RF/GLG,2,159
6/27/14,June,PD,60,1,62.1,RF/GLG,2,169
6/27/14,June,PD,60,1,62.1,RF/GLG,2,160
6/27/14,June,PD,60,2,61.8,RF/GLG,1,188
6/27/14,June,PD,60,2,61.8,RF/GLG,1,173
6/27/14,June,PD,60,2,61.8,RF/GLG,1,173
6/27/14,June,PD,60,2,61.8,RF/GLG,1,172
6/27/14,June,PD,60,2,61.8,RF/GLG,1,160
6/27/14,June,PD,60,2,61.8,RF/GLG,2,152
6/27/14,June,PD,60,3,61.6,RF/GLG,2,157
6/27/14,June,PD,60,3,61.6,RF/GLG,2,149
6/27/14,June,PD,60,3,61.6,RF/GLG,1,196
6/27/14,June,PD,60,3,61.6,RF/GLG,1,170
6/27/14,June,PD,60,3,61.6,RF/GLG,1,177
6/27/14,June,SB,60,1,62.5,RF/GLG,2,164
6/27/14,June,SB,60,1,62.5,RF/GLG,2,154
6/27/14,June,SB,60,1,62.5,RF/GLG,1,164
6/27/14,June,SB,60,1,62.5,RF/GLG,1,174
6/27/14,June,SB,60,1,62.5,RF/GLG,1,174
6/27/14,June,SB,60,1,62.5,RF/GLG,1,192
6/27/14,June,SB,60,1,62.5,RF/GLG,1,168
6/27/14,June,SB,60,1,62.5,RF/GLG,1,164
6/27/14,June,SB,60,1,62.5,RF/GLG,1,170
6/27/14,June,SB,60,1,62.5,RF/GLG,1,162
6/27/14,June,SB,60,1,62.5,RF/GLG,1,180
6/27/14,June,SB,60,1,62.5,RF/GLG,1,183
6/27/14,June,SB,60,1,62.5,RF/GLG,2,157
6/27/14,June,SB,60,1,62.5,RF/GLG,1,158
6/27/14,June,SB,60,1,62.5,RF/GLG,2,153
6/27/14,June,SB,60,2,62,RF/GLG,2,165
6/27/14,June,SB,60,2,62,RF/GLG,2,162
6/27/14,June,SB,60,2,62,RF/GLG,2,141
6/27/14,June,SB,60,2,62,RF/GLG,2,140
6/27/14,June,SB,60,2,62,RF/GLG,1,178
6/27/14,June,SB,60,2,62,RF/GLG,1,159
6/27/14,June,SB,60,2,62,RF/GLG,2,170
6/27/14,June,SB,60,2,62,RF/GLG,2,154
6/27/14,June,SB,60,2,62,RF/GLG,2,160
6/27/14,June,SB,60,2,62,RF/GLG,1,148
6/27/14,June,SB,60,2,62,RF/GLG,1,184
6/27/14,June,SB,60,2,62,RF/GLG,1,177
6/27/14,June,SB,60,2,62,RF/GLG,1,198
6/27/14,June,SB,60,3,61,RF/GLG,2,143
6/27/14,June,SB,60,3,61,RF/GLG,2,150
6/27/14,June,SB,60,3,61,RF/GLG,1,168
6/27/14,June,SB,60,3,61,RF/GLG,1,200
6/27/14,June,SB,60,3,61,RF/GLG,1,180
6/27/14,June,SB,60,3,61,RF/GLG,2,156
6/27/14,June,SB,60,3,61,RF/GLG,1,180
6/27/14,June,SB,60,3,61,RF/GLG,2,147
6/27/14,June,SB,60,3,61,RF/GLG,1,169
6/27/14,June,SB,60,3,61,RF/GLG,1,176
6/27/14,June,SB,60,3,61,RF/GLG,1,176
6/27/14,June,SB,40,1,40.8,RF/GLG,2,165
6/27/14,June,SB,40,1,40.8,RF/GLG,2,129
6/27/14,June,SB,40,1,40.8,RF/GLG,2,119
6/27/14,June,SB,40,1,40.8,RF/GLG,2,154
6/27/14,June,SB,40,1,40.8,RF/GLG,1,114
6/27/14,June,SB,40,1,40.8,RF/GLG,1,134
6/27/14,June,SB,40,1,40.8,RF/GLG,2,138
6/27/14,June,SB,40,1,40.8,RF/GLG,1,147
6/27/14,June,SB,40,1,40.8,RF/GLG,1,132
6/27/14,June,SB,40,1,40.8,RF/GLG,2,154
6/27/14,June,SB,40,1,40.8,RF/GLG,2,160
6/27/14,June,SB,40,1,40.8,RF/GLG,1,172
6/27/14,June,SB,40,1,40.8,RF/GLG,1,166
6/27/14,June,SB,40,2,40.6,RF/GLG,1,155
6/27/14,June,SB,40,2,40.6,RF/GLG,1,151
6/27/14,June,SB,40,2,40.6,RF/GLG,2,128
6/27/14,June,SB,40,2,40.6,RF/GLG,2,137
6/27/14,June,SB,40,2,40.6,RF/GLG,2,140
6/27/14,June,SB,40,2,40.6,RF/GLG,1,142
6/27/14,June,SB,40,2,40.6,RF/GLG,2,135
6/27/14,June,SB,40,2,40.6,RF/GLG,1,150
6/27/14,June,SB,40,2,40.6,RF/GLG,2,155
6/27/14,June,SB,40,2,40.6,RF/GLG,2,173
6/27/14,June,SB,40,2,40.6,RF/GLG,1,144
6/27/14,June,SB,40,2,40.6,RF/GLG,1,158
6/27/14,June,SB,40,2,40.6,RF/GLG,1,154
6/27/14,June,SB,40,2,40.6,RF/GLG,1,147
6/27/14,June,SB,40,2,40.6,RF/GLG,2,124
6/27/14,June,SB,40,2,40.6,RF/GLG,1,182
6/27/14,June,SB,40,2,40.6,RF/GLG,1,187
6/27/14,June,SB,40,2,40.6,RF/GLG,1,170
6/27/14,June,SB,40,2,40.6,RF/GLG,1,172
6/27/14,June,SB,40,2,40.6,RF/GLG,1,159
6/27/14,June,SB,40,2,40.6,RF/GLG,1,178
6/27/14,June,SB,40,3,39.9,RF/GLG,2,155
6/27/14,June,SB,40,3,39.9,RF/GLG,2,139
6/27/14,June,SB,40,3,39.9,RF/GLG,2,140
6/27/14,June,SB,40,3,39.9,RF/GLG,2,147
6/27/14,June,SB,40,3,39.9,RF/GLG,2,162
6/27/14,June,SB,40,3,39.9,RF/GLG,2,163
6/27/14,June,SB,40,3,39.9,RF/GLG,2,123
6/27/14,June,SB,40,3,39.9,RF/GLG,1,185
6/27/14,June,SB,40,3,39.9,RF/GLG,1,172
6/27/14,June,PD,40,1,38.2,RF/GLG,2,154
6/27/14,June,PD,40,1,38.2,RF/GLG,1,155
6/27/14,June,PD,40,1,38.2,RF/GLG,1,162
6/27/14,June,PD,40,1,38.2,RF/GLG,1,160
6/27/14,June,PD,40,1,38.2,RF/GLG,2,145
6/27/14,June,PD,40,1,38.2,RF/GLG,2,133
6/27/14,June,PD,40,1,38.2,RF/GLG,1,168
6/27/14,June,PD,40,1,38.2,RF/GLG,1,158
6/27/14,June,PD,40,1,38.2,RF/GLG,1,143
6/27/14,June,PD,40,1,38.2,RF/GLG,1,154
6/27/14,June,PD,40,2,38.1,RF/GLG,1,150
6/27/14,June,PD,40,2,38.1,RF/GLG,2,154
6/27/14,June,PD,40,2,38.1,RF/GLG,1,174
6/27/14,June,PD,40,2,38.1,RF/GLG,1,181
6/27/14,June,PD,40,2,38.1,RF/GLG,1,176
6/27/14,June,PD,40,2,38.1,RF/GLG,1,186
6/27/14,June,PD,40,2,38.1,RF/GLG,1,165
6/27/14,June,PD,40,2,38.1,RF/GLG,1,190
6/27/14,June,PD,40,2,38.1,RF/GLG,1,153
6/27/14,June,PD,40,2,38.1,RF/GLG,2,163
6/27/14,June,PD,40,2,38.1,RF/GLG,1,137
6/27/14,June,PD,40,2,38.1,RF/GLG,2,147
6/27/14,June,PD,40,2,38.1,RF/GLG,1,144
6/24/15,June,NH,40,1,41,RF,1,183
6/24/15,June,NH,40,1,41,RF,1,186
6/24/15,June,NH,40,1,41,RF,1,160
6/24/15,June,NH,40,1,41,RF,1,190
6/24/15,June,NH,40,1,41,RF,2,170
6/24/15,June,NH,40,1,41,RF,1,200
6/24/15,June,NH,40,1,41,RF,1,165
6/24/15,June,NH,40,1,41,RF,1,169
6/24/15,June,NH,40,1,41,RF,1,164
6/24/15,June,NH,40,1,41,RF,1,152
6/24/15,June,NH,40,1,41,RF,1,190
6/24/15,June,NH,40,1,41,RF,1,174
6/24/15,June,NH,40,1,41,RF,1,163
6/24/15,June,NH,40,1,41,RF,1,172
6/24/15,June,NH,40,3,41,RF,2,114
6/24/15,June,NH,40,3,41,RF,1,187
6/24/15,June,NH,40,3,41,RF,2,155
6/24/15,June,NH,40,3,41,RF,1,157
6/24/15,June,NH,40,3,41,RF,1,166
6/24/15,June,NH,40,3,41,RF,1,154
6/24/15,June,NH,40,3,41,RF,1,166
6/24/15,June,NH,40,3,41,RF,1,152
6/24/15,June,NH,40,3,41,RF,2,136
6/24/15,June,NH,40,3,41,RF,1,170
6/24/15,June,NH,40,3,41,RF,1,168
6/24/15,June,NH,40,3,41,RF,1,180
6/24/15,June,NH,40,3,41,RF,2,144
6/24/15,June,NH,60,1,59.1,RF,1,192
6/24/15,June,NH,60,1,59.1,RF,2,152
6/24/15,June,NH,60,1,59.1,RF,1,182
6/24/15,June,NH,60,1,59.1,RF,2,129
6/24/15,June,NH,60,1,59.1,RF,2,134
6/24/15,June,NH,60,1,59.1,RF,2,116
6/24/15,June,NH,60,1,59.1,RF,2,122
6/24/15,June,NH,60,1,59.1,RF,2,137
6/24/15,June,NH,60,1,59.1,RF,2,149
6/24/15,June,NH,60,1,59.1,RF,2,139
6/24/15,June,NH,60,1,59.1,RF,1,182
6/24/15,June,NH,60,1,59.1,RF,2,150
6/24/15,June,NH,60,1,59.1,RF,1,142
6/24/15,June,NH,60,1,59.1,RF,2,139
6/24/15,June,NH,60,2,57.7,RF,2,180
6/24/15,June,NH,60,2,57.7,RF,2,184
6/24/15,June,NH,60,2,57.7,RF,2,190
6/24/15,June,NH,60,2,57.7,RF,2,170
6/24/15,June,NH,60,2,57.7,RF,2,191
6/24/15,June,NH,60,3,57.5,RF,1,170
6/24/15,June,NH,60,3,57.5,RF,1,158
6/24/15,June,NH,60,3,57.5,RF,1,170
6/24/15,June,NH,60,3,57.5,RF,2,130
6/24/15,June,NH,60,3,57.5,RF,1,180
6/24/15,June,NH,60,3,57.5,RF,1,164
6/24/15,June,NH,60,3,57.5,RF,2,132
6/24/15,June,NH,60,3,57.5,RF,1,177
6/24/15,June,NH,60,3,57.5,RF,1,169
6/24/15,June,NH,60,3,57.5,RF,2,140
6/24/15,June,NH,60,3,57.5,RF,2,114
6/24/15,June,NH,60,3,57.5,RF,2,120
6/24/15,June,NH,60,3,57.5,RF,1,138
6/24/15,June,NH,60,3,57.5,RF,2,155
6/24/15,June,PD,40,1,38.6,RF,1,184
6/24/15,June,PD,40,1,38.6,RF,1,187
6/24/15,June,PD,40,1,38.6,RF,1,177
6/24/15,June,PD,40,1,38.6,RF,1,184
6/24/15,June,PD,40,1,38.6,RF,1,154
6/24/15,June,PD,40,1,38.6,RF,2,135
6/24/15,June,PD,40,1,38.6,RF,1,189
6/24/15,June,PD,40,1,38.6,RF,2,147
6/24/15,June,PD,40,1,38.6,RF,2,122
6/24/15,June,PD,40,1,38.6,RF,1,153
6/24/15,June,PD,40,1,38.6,RF,2,137
6/24/15,June,PD,40,2,38.6,RF,1,164
6/24/15,June,PD,40,2,38.6,RF,1,196
6/24/15,June,PD,40,2,38.6,RF,1,172
6/24/15,June,PD,40,2,38.6,RF,2,168
6/24/15,June,PD,40,2,38.6,RF,2,164
6/24/15,June,PD,40,2,38.6,RF,1,154
6/24/15,June,PD,40,2,38.6,RF,1,175
6/24/15,June,PD,40,2,38.6,RF,1,178
6/24/15,June,PD,40,2,38.6,RF,1,189
6/24/15,June,PD,40,2,38.6,RF,1,175
6/24/15,June,PD,40,2,38.6,RF,2,170
6/24/15,June,PD,40,2,38.6,RF,2,133
6/24/15,June,PD,40,2,38.6,RF,2,118
6/24/15,June,PD,40,2,38.6,RF,2,122
6/24/15,June,PD,40,2,38.6,RF,2,112
6/24/15,June,PD,40,2,38.6,RF,1,186
6/24/15,June,PD,40,2,38.6,RF,1,172
6/24/15,June,PD,40,2,38.6,RF,1,168
6/24/15,June,PD,40,2,38.6,RF,1,153
6/24/15,June,PD,40,3,38.6,RF,1,178
6/24/15,June,PD,40,3,38.6,RF,1,175
6/24/15,June,PD,40,3,38.6,RF,2,146
6/24/15,June,PD,40,3,38.6,RF,1,188
6/24/15,June,PD,40,3,38.6,RF,1,173
6/24/15,June,PD,40,3,38.6,RF,1,152
6/24/15,June,PD,40,3,38.6,RF,1,178
6/24/15,June,PD,40,3,38.6,RF,1,179
6/24/15,June,PD,40,3,38.6,RF,1,187
6/24/15,June,PD,40,3,38.6,RF,1,166
6/24/15,June,PD,40,3,38.6,RF,1,162
6/24/15,June,PD,40,3,38.6,RF,2,155
6/24/15,June,PD,40,3,38.6,RF,1,163
6/24/15,June,PD,40,3,38.6,RF,1,177
6/24/15,June,PD,40,3,38.6,RF,1,190
6/24/15,June,PD,40,3,38.6,RF,2,157
6/24/15,June,PD,40,3,38.6,RF,2,166
6/24/15,June,PD,60,1,59.2,RF,1,187
6/24/15,June,PD,60,1,59.2,RF,1,185
6/24/15,June,PD,60,1,59.2,RF,1,174
